subject,label_original,label_binary,bvp_mean,bvp_std,bvp_min,bvp_max,bvp_median,bvp_range,bvp_q25,bvp_q75,bvp_skew,bvp_kurtosis,bvp_energy,eda_mean,eda_std,eda_min,eda_max,eda_median,eda_range,eda_q25,eda_q75,eda_skew,eda_kurtosis,eda_energy,temp_mean,temp_std,temp_min,temp_max,temp_median,temp_range,temp_q25,temp_q75,temp_skew,temp_kurtosis,temp_energy,acc_mean,acc_std,acc_min,acc_max,acc_median,acc_range,acc_q25,acc_q75,acc_skew,acc_kurtosis,acc_energy
S5,2,1,0.0041900617,0.613268,-4.497982,3.3988397,-0.027385999,7.896822,-0.16259357,0.15133369,-0.09204317,15.197134,0.3761152,2.0390668,0.071932346,1.9255159,2.2569907,2.0357795,0.33147478,1.9864694,2.0778983,0.87955666,0.73162603,4.162968,0.080082245,0.034258187,0.032844428,0.12912579,0.09301942,0.096281365,0.044879884,0.11709034,-0.20058005,-1.6636742,0.0075867893,-0.13525955,0.54343265,-6.3981433,10.116641,-0.09225723,16.514784,-0.2949955,-0.017083205,5.8033085,151.32033,0.31361422
S5,2,1,-0.010916645,0.27947393,-1.6402164,1.5426677,-0.024483863,3.1828842,-0.1309484,0.119290955,0.19155672,5.5992603,0.07822483,2.009595,0.09672727,1.8090892,2.2569907,2.0118093,0.4479015,1.9361317,2.0628316,0.19028366,-0.020522356,4.047828,0.05119825,0.0140233105,0.032844428,0.09301942,0.044879884,0.06017499,0.044879884,0.056915343,1.2195003,2.1759229,0.0028179141,-0.1871293,0.4065246,-2.21952,3.1601613,-0.1896943,5.3796816,-0.36634347,-0.017083205,1.0763483,11.77728,0.20027965
S5,2,1,-0.004043461,0.45502368,-4.2008514,1.9024526,-0.0073493565,6.103304,-0.13746826,0.15155233,-1.6350051,17.846094,0.20706287,1.9745299,0.06872023,1.8090892,2.1131692,1.9741418,0.30408,1.934762,2.0210555,-0.25054374,-0.33185887,3.9034908,0.0563133,0.0068344995,0.044879884,0.07496738,0.056915343,0.030087493,0.056915343,0.056915343,-0.076554574,0.5922487,0.0032178983,-0.19035444,0.3841419,-2.21952,3.1601613,-0.20924044,5.3796816,-0.29560947,-0.017083205,1.172635,14.125559,0.1837998
S5,2,1,-0.004983348,0.79076636,-4.2008514,2.7536123,-0.0021414203,6.954464,-0.3416909,0.3362353,-0.2478123,2.8450494,0.6253362,2.040014,0.06158256,1.9337345,2.1816554,2.0330398,0.24792087,1.9977701,2.08235,0.29844835,-0.6295619,4.1654506,0.058168724,0.007199837,0.032844428,0.07496738,0.056915343,0.04212295,0.056915343,0.062931925,-0.7564899,4.5049996,0.0034354376,-0.19549602,0.3207017,-1.9430385,1.6798257,-0.22391431,3.6228642,-0.29008478,-0.07282877,0.38799798,6.7839003,0.14106825
S5,2,1,0.009023536,1.5492194,-10.631659,5.321085,-0.01208023,15.952744,-0.78289455,0.82218343,-0.8091078,5.4517727,2.400162,2.0125513,0.101459585,1.6871833,2.1816554,2.0220826,0.49447215,1.9895513,2.0686536,-1.058372,1.4359736,4.0606565,0.062380783,0.008823172,0.032844428,0.07496738,0.062931925,0.04212295,0.056915343,0.062931925,-0.66611344,2.2100463,0.0039692107,-0.19168493,0.31844574,-1.4629716,1.7242655,-0.22391431,3.187237,-0.3515601,-0.08254067,0.835597,7.7231903,0.13815083
S5,2,1,0.0055563776,1.9653918,-10.631659,6.2658286,0.07923755,16.897488,-1.0005147,1.144181,-0.6498286,2.538186,3.8627956,2.0602179,0.13508111,1.6871833,2.2597303,2.08235,0.5725471,1.9926333,2.1741216,-0.6775505,-0.023709059,4.2627444,0.06980211,0.00893545,0.056915343,0.09301942,0.062931925,0.036104076,0.062931925,0.07496738,1.0694721,0.7792523,0.0049521774,-0.18337443,0.26659063,-1.4629716,1.7242655,-0.14334957,3.187237,-0.3564871,-0.08254067,0.64160067,9.528274,0.10469675
S5,2,1,-0.005904187,1.679596,-8.592374,6.2658286,0.024733122,14.858202,-0.7100034,0.9254278,-0.47354347,2.1920114,2.8210776,2.1679926,0.060331423,2.063859,2.332326,2.1679587,0.26846695,2.1131692,2.2080228,0.47903103,-0.2586336,4.7038317,0.08905828,0.020634433,0.056915343,0.12912579,0.09301942,0.072210446,0.07496738,0.10505488,0.19223586,-0.9918523,0.008357157,-0.16466935,0.17919116,-1.1517003,1.0543448,-0.19946446,2.2060452,-0.25084457,-0.03403243,0.19448632,5.554137,0.059225474
S5,2,1,0.0061928807,1.4165092,-5.4126706,4.325932,0.033558786,9.738603,-0.6289027,0.7347021,-0.26801994,1.0628762,2.0065367,2.1905775,0.15224242,1.976197,2.5393116,2.1590552,0.56311464,2.0902264,2.299452,0.7285494,-0.5994148,4.821808,0.12029979,0.018235032,0.09301942,0.1531967,0.12912579,0.06017729,0.10505488,0.14116125,-0.08301834,-1.3129263,0.014804558,-0.14135307,0.7048532,-5.887212,11.99789,-0.15797217,17.885101,-0.25084457,0.01677097,5.0785456,108.46232,0.5167986
S5,2,1,0.008229588,1.8167989,-11.52957,6.1869545,0.08476353,17.716524,-0.68933064,0.742832,-0.7586052,4.691672,3.300826,2.353471,0.20559517,1.976197,2.6297133,2.4468553,0.6535163,2.116594,2.4913712,-0.7750211,-1.0321263,5.581095,0.1287246,0.016291145,0.09301942,0.1531967,0.12912579,0.06017729,0.11709034,0.14116125,-0.423401,-0.8310914,0.016835427,-0.15659715,0.7739219,-5.887212,11.99789,-0.15797217,17.885101,-0.34909716,-0.04130121,4.0738893,77.002846,0.6234778
S5,2,1,-0.008201415,1.5746677,-11.52957,6.1869545,0.007956411,17.716524,-0.52840143,0.5525634,-1.0511873,8.99868,2.479645,2.497421,0.069875024,2.4023392,2.7598379,2.4749346,0.35749865,2.4461703,2.542736,1.2160656,1.8689218,6.2419944,0.12631752,0.017213462,0.09301942,0.1531967,0.12310806,0.06017729,0.11709034,0.14116125,0.14057252,-1.0372657,0.01625242,-0.18453433,0.34815416,-3.2130313,4.911864,-0.14578569,8.124895,-0.34909716,-0.04614784,2.2958946,71.2559,0.15526423
S5,2,1,-0.003156226,1.0199704,-4.5769362,3.1515622,-0.014942607,7.7284985,-0.5063174,0.5217929,-0.26303414,1.9540315,1.0403496,2.5578604,0.10760238,2.4023392,2.8351731,2.5516396,0.4328339,2.4670584,2.6324542,0.6060234,-0.3339002,6.5542274,0.13825268,0.015143953,0.10505488,0.16523217,0.14116125,0.06017729,0.12912579,0.1531967,-0.41646883,-0.85320616,0.019343143,-0.18583493,0.24382582,-1.7691247,1.2483054,-0.14578569,3.0174303,-0.2483956,-0.04614784,-0.4471053,10.3292885,0.09398565
S5,2,1,0.008481657,1.2681857,-4.5769362,4.207223,-0.004685756,8.784159,-0.70000494,0.73030907,-0.059504483,0.64465475,1.6083672,2.616439,0.073448725,2.4530194,2.8351731,2.613277,0.38215375,2.5906765,2.641014,0.38379064,1.3024325,6.8511477,0.13985743,0.013347591,0.10505488,0.16523217,0.14116125,0.06017729,0.12912579,0.1531967,-0.51856977,-0.059345245,0.019738253,-0.18668713,0.28345755,-1.7691247,1.2483054,-0.14334957,3.0174303,-0.34171072,-0.04130121,-0.43627086,6.4648514,0.115200266
S5,2,1,-0.007514566,1.8258849,-6.2375917,5.4188833,-0.024921173,11.656475,-1.037348,0.9927533,-0.13221617,0.99976325,3.3339124,2.7706945,0.20879625,2.5790343,3.3624215,2.6899817,0.7833872,2.610195,2.8278854,1.3685684,1.0266418,7.720344,0.12651812,0.01273555,0.10505488,0.1531967,0.12912579,0.04814183,0.11709034,0.12912579,0.39778924,-0.1625309,0.016169025,-0.19582547,0.23717366,-1.6127464,0.91169304,-0.14334957,2.5244393,-0.34171072,-0.04130121,-0.36758137,3.620626,0.09459894
S5,2,1,0.019493515,2.6940129,-12.863676,14.224431,-0.053147394,27.088108,-1.3027937,1.5112412,0.0826741,4.4316216,7.2580853,2.7887268,0.20022407,2.5611308,3.3624215,2.754311,0.80129075,2.6405754,2.8278854,1.3415612,1.1883478,7.8170857,0.11648856,0.009039954,0.09301942,0.12912579,0.11709034,0.03610637,0.11709034,0.11709034,-0.38996974,-0.09332514,0.013651306,-0.19556041,0.2019584,-1.3508117,0.6677794,-0.23615088,2.0185912,-0.34171072,-0.04130121,-0.25432348,1.826086,0.07903106
S5,2,1,-0.030452374,2.7213945,-12.863676,14.224431,0.021592459,27.088108,-1.3730413,1.3742247,0.012639675,4.47517,7.4069147,2.662331,0.06549465,2.5611308,2.7967236,2.6522188,0.23559284,2.6077013,2.71865,0.39962408,-1.034086,7.092297,0.10380125,0.012762875,0.07496738,0.12912579,0.10505488,0.054158412,0.09301942,0.11709034,-0.4913051,-0.17020297,0.010937596,-0.19238456,0.17977993,-1.2341815,0.7982353,-0.23615088,2.0324168,-0.34171072,-0.12021944,0.20603979,2.6891632,0.06933263
S5,2,1,-0.015571808,2.0725665,-8.268209,6.367284,0.09060755,14.635493,-1.1294211,1.1947497,-0.3489993,1.0598807,4.2957745,2.672944,0.07108304,2.46388,2.8981812,2.6659155,0.43430114,2.6145506,2.7231019,0.34919834,0.011030912,7.149682,0.08825577,0.0126438,0.062931925,0.10505488,0.09301942,0.042122953,0.07496738,0.09301942,-0.43764868,-0.86107016,0.007948948,-0.18420592,0.38460273,-3.166675,3.62287,-0.14334957,6.789545,-0.34171072,-0.03403243,0.8682307,28.457123,0.18185107
S5,2,1,0.0396139,1.888891,-6.3669553,5.8416405,0.055344652,12.208595,-1.0066371,1.1685112,-0.04911101,0.33986163,3.5694783,2.8030167,0.16305988,2.46388,3.3090034,2.813846,0.8451233,2.6806636,2.883017,0.7027517,0.6238382,7.883491,0.07100575,0.013732678,0.056915343,0.09301942,0.062931925,0.036104076,0.056915343,0.07496738,0.61529785,-1.1210599,0.005230404,-0.19563045,0.39160654,-3.166675,3.62287,-0.1701668,6.789545,-0.34171072,-0.07768472,0.89337957,26.364834,0.19162695
S5,2,1,0.01812905,2.3338842,-7.856187,6.234104,0.11092248,14.090291,-1.3260108,1.5154552,-0.24798623,0.35231233,5.4473443,2.9094014,0.107223146,2.7926157,3.3090034,2.8672655,0.5163877,2.842953,2.9419158,1.6673647,2.6389432,8.476114,0.058971062,0.005628447,0.044879884,0.07496738,0.056915343,0.030087493,0.056915343,0.062931925,0.9224932,3.0533977,0.0035092658,-0.22255148,0.20517167,-0.99040186,0.7982353,-0.21657562,1.7886372,-0.33371523,-0.10197845,0.25474682,1.1349607,0.091624565
S5,2,1,-0.0055413307,2.3066607,-7.856187,6.234104,0.112512685,14.090291,-1.1163218,1.4218118,-0.34827203,0.7143812,5.3207135,2.8940892,0.06957548,2.7926157,3.106283,2.8823323,0.3136673,2.8511705,2.9148636,1.1559885,1.1051168,8.380592,0.053605516,0.0077628745,0.032844428,0.07496738,0.056915343,0.04212295,0.044879884,0.056915343,-0.22731443,1.1456885,0.0029338137,-0.23230347,0.2041913,-1.1722856,0.7726763,-0.21657562,1.9449618,-0.30973577,-0.10197845,0.28209466,2.7298975,0.09565898
S5,2,1,-0.017108941,1.9936879,-10.478124,10.368252,0.09863811,20.846375,-0.83578897,1.0085163,-0.28315008,3.8074274,3.975084,2.8927991,0.043678433,2.7802873,3.0186198,2.8891811,0.23833251,2.8665807,2.9138365,0.25567874,0.7806492,8.370194,0.051198464,0.007028497,0.032844428,0.062931925,0.056915343,0.030087497,0.044879884,0.056915343,-0.47374132,-0.69091415,0.0026706825,-0.23378153,0.23280293,-1.5600498,1.4472014,-0.30973577,3.0072513,-0.30973577,-0.11656961,0.52377427,10.07311,0.108850986
S5,2,1,-0.0010624935,2.036801,-10.478124,10.368252,0.16272357,20.846375,-1.0774808,1.2182052,-0.29646945,2.8998961,4.1485605,2.89127,0.085100465,2.672079,3.125459,2.885757,0.45337987,2.848431,2.9309576,0.29418546,0.61365867,8.366682,0.048991967,0.008221107,0.032844428,0.062931925,0.044879884,0.030087497,0.044879884,0.056915343,-0.35765234,-0.73825526,0.0024677988,-0.21921825,0.39132616,-3.2478876,4.6229744,-0.19213626,7.870862,-0.30973577,-0.10197845,1.2388806,33.1696,0.2011928
S5,2,1,-0.0059803855,1.9067513,-6.565016,4.8818693,-0.0058784126,11.446885,-1.1762726,1.2986897,-0.25708616,0.22483683,3.635736,2.8693883,0.08497923,2.672079,3.125459,2.8460338,0.45337987,2.8241181,2.8929482,0.99269533,1.2494283,8.240611,0.040667478,0.008316666,0.032844428,0.056915343,0.044879884,0.024070915,0.032844428,0.044879884,0.5887085,-0.7808454,0.0017230103,-0.21081732,0.36896366,-3.2478876,4.6229744,-0.1896943,7.870862,-0.3786721,-0.10197845,1.3427389,41.043785,0.18057814
S5,2,1,-0.00036801797,1.9098929,-7.942774,5.068083,0.051647417,13.010857,-1.0904212,1.2786133,-0.38887,0.63317037,3.6476908,2.869297,0.06128396,2.8076818,3.106283,2.849459,0.29860115,2.830625,2.8874688,2.0315874,4.044484,8.236621,0.034850337,0.005456663,0.020808969,0.044879884,0.032844428,0.024070915,0.032844428,0.032844428,0.63586134,0.7582195,0.0012443212,-0.22245838,0.26407582,-2.1567864,1.6352925,-0.21657562,3.792079,-0.30973577,-0.10197845,-0.12048117,12.9696455,0.11922376
S6,1,0,-0.0062199193,0.8764713,-3.2191932,2.8130326,0.04410203,6.0322256,-0.38263497,0.33732387,-0.35885516,1.6765461,0.76824063,-0.23139527,0.052656032,-0.31869823,-0.12635335,-0.2532613,0.19234487,-0.27061218,-0.18683293,0.62806165,-0.80813456,0.056316424,-0.7016044,0.032635104,-0.75042856,-0.63522524,-0.717514,0.11520332,-0.73397046,-0.68048334,0.59763014,-0.9092231,0.49331373,0.029202752,1.6713326,-6.3831515,22.287228,-0.006635172,28.67038,-0.29629678,0.24348542,3.830129,45.416893,2.7942057
S6,1,0,0.0050517144,0.8035894,-2.9826512,2.8130326,0.038884196,5.795684,-0.3789518,0.35522822,-0.22924298,1.3161411,0.64578146,-0.28434053,0.06507292,-0.3723557,-0.13527657,-0.30382624,0.23707913,-0.34521422,-0.23653021,0.49671635,-1.0157193,0.08508403,-0.64345384,0.039119624,-0.717514,-0.5858526,-0.63522524,0.13166136,-0.6722543,-0.6146527,-0.46910626,-0.9712548,0.41556326,0.15228991,0.9080149,-4.8740788,9.392791,0.061400287,14.26687,-0.048613716,0.32426953,2.0001247,28.732525,0.8476833
S6,1,0,0.011352757,1.1615559,-4.5858564,5.427066,0.094541095,10.012922,-0.6232692,0.65377015,-0.13641472,2.4284167,1.3493408,-0.35214588,0.03179199,-0.39962116,-0.27023467,-0.35203055,0.12938648,-0.3773129,-0.336415,0.6250037,-0.20750713,0.12501743,-0.5861262,0.02826564,-0.63522524,-0.53647846,-0.5858526,0.09874678,-0.6064236,-0.5652801,0.08505048,-1.1640795,0.3443429,0.18441969,1.2758789,-6.394468,11.407264,0.19162169,17.801731,-0.07226312,0.4265861,1.5995384,19.47285,1.6618779
S6,1,0,-0.0425039,1.077583,-4.5858564,5.427066,0.055356182,10.012922,-0.55021954,0.47140175,-0.067388594,3.8897562,1.1629916,-0.37126097,0.0310166,-0.41151854,-0.27023467,-0.37805653,0.14128387,-0.39144152,-0.362441,1.6229656,2.5378804,0.13879675,-0.53647906,0.030494899,-0.5858526,-0.47064778,-0.53647846,0.11520484,-0.557051,-0.51590747,0.1886187,-0.87629294,0.28873977,0.05703689,1.3857182,-6.394468,11.407264,-8.336594e-05,17.801731,-0.27039874,0.29328585,1.5580012,14.656357,1.9234684
S6,1,0,-0.00683793,0.66198075,-2.0663586,4.710892,0.049524486,6.777251,-0.3709716,0.32484198,1.2598689,9.2098465,0.43826523,-0.40782967,0.03735995,-0.47695565,-0.33864588,-0.40408278,0.13830978,-0.4380406,-0.37867627,-0.17424394,-0.9484215,0.1677208,-0.4920433,0.025013637,-0.5529365,-0.4541913,-0.48710585,0.0987452,-0.5076784,-0.47064778,-0.36856154,-0.8652389,0.24273224,-0.021809207,0.6615341,-3.6341605,5.3469987,-0.035486106,8.981159,-0.17769958,0.12661141,1.6413584,20.284983,0.438103
S6,1,0,0.03332469,0.5529384,-1.4590436,4.710892,0.07233972,6.1699357,-0.27981293,0.26657617,2.6101658,18.615206,0.30685145,-0.4649093,0.03436047,-0.5185972,-0.39020213,-0.47546834,0.12839505,-0.4908364,-0.4385362,0.5471697,-0.77237844,0.2173213,-0.45583636,0.02181274,-0.5035639,-0.42127517,-0.4541913,0.08228871,-0.47064778,-0.43773323,0.012030238,-0.77289724,0.20826261,-0.049509063,0.24704902,-2.0746248,1.811916,-0.015810478,3.886541,-0.17769958,0.056174755,-0.21127534,15.40539,0.06348436
S6,1,0,-0.0010573829,0.41286045,-1.5531693,1.2411346,0.055560805,2.794304,-0.26702413,0.24790451,-0.31802458,0.743582,0.17045484,-0.5254934,0.037753332,-0.5952347,-0.47497255,-0.5185972,0.120262146,-0.55966574,-0.4908364,-0.3422533,-1.3013686,0.27756864,-0.4179839,0.026503142,-0.47064778,-0.3554445,-0.42127517,0.11520329,-0.43773323,-0.40070298,0.17621848,-0.6179116,0.17541295,-0.059239365,0.26398247,-1.7030792,2.0422385,-0.011878385,3.7453177,-0.204143,0.05356136,0.8129877,12.436796,0.073196046
S6,1,0,-0.0011388113,1.0017726,-6.8747463,4.2024093,0.044613585,11.077156,-0.42299646,0.37001207,-0.83424056,10.258991,1.0035499,-0.58540946,0.037282467,-0.6596799,-0.5185972,-0.5818497,0.1410827,-0.60638845,-0.55991364,-0.16643018,-0.62069726,0.34409428,-0.37162787,0.03215122,-0.42127517,-0.30607188,-0.37190256,0.11520329,-0.39247474,-0.35132998,0.1376164,-1.0403649,0.13914098,0.004475689,0.9519286,-5.857249,8.511992,-0.06963457,14.369242,-0.25447837,0.13963039,1.5346205,25.29647,0.906188
S6,1,0,0.0077058217,1.0253893,-6.8747463,4.2024093,0.044613585,11.077156,-0.41409543,0.37343946,-0.7452129,9.290587,1.0514828,-0.61342394,0.02393963,-0.6596799,-0.56697774,-0.6106024,0.09270215,-0.6357608,-0.59647405,-0.11903486,-1.0452099,0.37686196,-0.30881417,0.042934075,-0.38836062,-0.22378317,-0.30607188,0.16457745,-0.34310097,-0.27315578,-0.008983894,-1.1606097,0.097209565,0.025565024,0.95537776,-5.857249,8.511992,-0.040735636,14.369242,-0.21340673,0.13963039,1.4558483,24.766144,0.9134003
S6,1,0,0.0032741865,0.46967047,-1.7506285,2.4287546,0.07039583,4.1793833,-0.28912318,0.27624452,0.3024389,3.3868527,0.22060108,-0.6498604,0.04070776,-0.715698,-0.5744138,-0.6505088,0.14128423,-0.68508625,-0.61295724,-0.011617164,-1.246671,0.42397556,-0.23832051,0.03964586,-0.30607188,-0.17441055,-0.24024121,0.13166133,-0.27315578,-0.20321059,-0.022612903,-1.1502773,0.058368467,-0.0358426,0.24402753,-1.592157,1.6982983,-0.059121616,3.2904553,-0.095940314,0.048333306,0.69457966,11.755428,0.060834125
S6,1,0,0.0015990664,0.3606752,-1.0080589,1.0682299,0.08420774,2.0762887,-0.25756043,0.27291942,-0.4448646,-0.3357556,0.13008913,-0.71061134,0.030015584,-0.7564252,-0.65125245,-0.7159459,0.10517275,-0.7333737,-0.6863256,0.36571956,-1.0401244,0.5058693,-0.177153,0.034149315,-0.24024121,-0.10857988,-0.17441055,0.13166133,-0.19498155,-0.14972346,-0.23612083,-0.661041,0.03254936,-0.029070731,0.22008614,-2.4477077,1.968116,-0.035486106,4.415824,-0.07226312,0.022176607,-1.1521147,43.49088,0.049283024
S6,1,0,0.00043730735,0.37066022,-1.6730771,0.8977807,0.08789091,2.5708578,-0.24144651,0.2785465,-0.7995405,0.7722328,0.1373892,-0.75233287,0.019248158,-0.7861694,-0.7161938,-0.7564252,0.069975615,-0.7673315,-0.73386943,0.21323185,-1.1648939,0.5663752,-0.12311716,0.031527188,-0.19086704,-0.059205696,-0.12503794,0.13166134,-0.14972346,-0.09212182,0.1324159,-0.97284317,0.016151799,-0.043578923,0.28123057,-2.4477077,2.0135732,-0.035486106,4.461281,-0.035486106,-0.009256147,-0.9919388,28.515184,0.080989756
S6,1,0,-0.024902863,0.64578384,-2.4330394,3.4060245,0.059960153,5.8390636,-0.3332702,0.3267859,0.120691955,4.352605,0.4176569,-0.7873426,0.02126258,-0.8263237,-0.7564252,-0.7851778,0.069898486,-0.8061228,-0.7673315,-0.2946569,-1.251912,0.6203605,-0.0863615,0.018480236,-0.12503794,-0.059205696,-0.07566376,0.06583224,-0.09212182,-0.07566376,-0.50626856,-0.45545554,0.007799827,-0.042612776,0.27209342,-2.3411913,2.0135732,-0.03023784,4.3547645,-0.17769958,0.048333306,-0.6208124,17.552107,0.07585068
S6,1,0,-0.003289032,0.6886081,-2.4330394,3.4060245,0.05146838,5.8390636,-0.40161356,0.43027294,0.16094592,2.860094,0.47419196,-0.82903385,0.026650336,-0.87292284,-0.7841864,-0.8268195,0.088736415,-0.85767907,-0.8063707,-0.017150937,-1.2885524,0.68800735,-0.056051575,0.02478201,-0.09212182,-0.018062117,-0.059205696,0.0740597,-0.07566376,-0.038633123,0.38792694,-1.152824,0.0037559269,-0.031387813,0.23652333,-1.6347444,1.4006793,-0.03023784,3.0354238,-0.16713232,0.064012416,0.11466123,6.5229597,0.05692848
S6,1,0,0.01546629,0.46017903,-1.2173862,1.4377753,0.074488245,2.6551614,-0.3263642,0.34356484,-0.13953806,-0.2663865,0.21200393,-0.87197685,0.023023296,-0.90812004,-0.8273153,-0.87292284,0.080804765,-0.89238054,-0.85792696,0.24733832,-1.0704292,0.76087373,-0.010381688,0.03175862,-0.07566376,0.039539523,-0.018062117,0.115203284,-0.030404093,0.023081465,-0.090236425,-0.92803,0.0011163895,-0.006296455,0.17847918,-1.0302882,1.1661482,0.048333306,2.1964364,-0.11173943,0.05748114,0.20187138,5.17544,0.031894464
S6,1,0,0.0013065222,0.391515,-1.0770162,0.8920513,0.1189933,1.9690676,-0.2987404,0.31220663,-0.6065229,-0.64399195,0.1532857,-0.9030093,0.01366133,-0.92303026,-0.87292284,-0.90665185,0.05010742,-0.9142214,-0.8926284,0.56133384,-0.8185034,0.8156124,0.03803121,0.026937952,-0.018062117,0.072455645,0.039539523,0.09051776,0.023081465,0.055997584,-0.30449492,-1.1160853,0.002172026,-0.014726452,0.13262029,-0.42493773,0.7654182,-0.006635172,1.1903559,-0.01449936,0.048333306,-0.50688523,1.5920463,0.01780501
S6,1,0,0.0005827819,0.38560075,-1.0770162,0.81470454,0.13106593,1.8917208,-0.29439217,0.30453336,-0.62123895,-0.5919504,0.14868829,-0.9243781,0.011446761,-0.94385123,-0.90617526,-0.9232781,0.037675977,-0.9345562,-0.91445005,-0.1929526,-1.300767,0.8546058,0.07849021,0.023985155,0.039539523,0.13005729,0.072455645,0.09051777,0.055997584,0.0889137,0.45021668,-0.5001373,0.0067360015,-0.059772458,0.12732325,-0.42493773,0.6106758,-0.061748907,1.0356135,-0.12755117,-0.006635172,0.056458,1.4136386,0.019783957
S6,1,0,-0.0040811906,0.40092456,-1.2959607,0.98065215,0.12646195,2.2766128,-0.30984104,0.29670662,-0.56745136,-0.40650344,0.16075715,-0.94255406,0.00988616,-0.95971465,-0.923526,-0.94335544,0.036188662,-0.9507914,-0.9348041,0.20075697,-0.95096517,0.8885059,0.13033174,0.04003064,0.072455645,0.22057505,0.13005729,0.1481194,0.0889137,0.17120087,0.18472396,-1.1339525,0.018588813,-0.0723562,0.097877145,-0.42226243,0.6106758,-0.06963457,1.0329382,-0.06963457,-0.061748907,0.8310102,5.7523737,0.014815355
S6,1,0,-0.0032675017,0.39225253,-1.2959607,1.042243,0.09812196,2.3382037,-0.29326677,0.29240957,-0.49100077,-0.21527958,0.15387273,-0.95901656,0.009666082,-0.97607386,-0.942364,-0.9594667,0.033709884,-0.9671506,-0.9507914,0.014650529,-1.1984692,0.9198062,0.1984939,0.042480424,0.12182982,0.28640416,0.18765892,0.16457434,0.17120087,0.23703311,0.0651863,-0.8709049,0.04120441,-0.07798763,0.12361697,-1.1491466,1.5084715,-0.06963457,2.657618,-0.14337428,-0.061748907,1.8506916,35.15815,0.021363225
S6,1,0,0.003910431,0.3464285,-1.1832144,1.042243,0.096996546,2.2254574,-0.2447716,0.27343097,-0.5337582,-0.21357846,0.12002801,-0.97512794,0.008922974,-0.9894589,-0.9592188,-0.97582597,0.030240119,-0.98264253,-0.9671506,0.10052905,-1.2400348,0.95095414,0.2630903,0.040540576,0.18765892,0.3522364,0.26171863,0.16457747,0.23703311,0.3028622,0.12731789,-0.79928064,0.070860066,-0.08533713,0.14811546,-1.1491466,1.5084715,-0.035486106,2.657618,-0.14337428,-0.035486106,0.8574492,16.607794,0.029220615
S6,1,0,0.003038233,0.33045617,-0.85397935,0.9094441,0.09740579,1.7634234,-0.24814785,0.26396725,-0.5058291,-0.55741,0.109210506,-0.99013627,0.008414824,-1.005818,-0.97557807,-0.9894589,0.03023994,-0.99701875,-0.9828905,-0.063873224,-1.1686783,0.9804407,0.33605272,0.04886704,0.25349116,0.40983802,0.3522364,0.15634686,0.3028622,0.37280896,-0.26115733,-1.2452685,0.115319386,-0.092415266,0.17376131,-0.96151006,2.8884156,-0.035486106,3.8499255,-0.2730538,-0.035486106,4.9180937,89.47356,0.03873358
S6,1,0,-0.0044467365,0.36197963,-0.95833606,0.9387049,0.07612521,1.897041,-0.28073373,0.26366034,-0.2739396,-0.4711783,0.13104902,-1.0053098,0.009203727,-1.0226729,-0.9894589,-1.0053223,0.033213973,-1.0128822,-0.99726665,-0.06259793,-1.1578281,1.0107327,0.42272994,0.05030963,0.3522364,0.5168139,0.40983802,0.16457748,0.381038,0.46743968,0.28025094,-1.2593135,0.18123169,-0.12697922,0.1952338,-1.1796674,2.8884156,-0.048613716,4.068083,-0.2730538,-0.035486106,3.8501904,59.882748,0.054239966
S6,1,0,-0.0016116699,0.391038,-1.092772,1.2937222,0.08154766,2.3864942,-0.27873868,0.27598876,-0.2834468,-0.17085886,0.15291332,-1.0209048,0.008966194,-1.0365534,-1.0048265,-1.0214336,0.031726837,-1.0286217,-1.0131301,0.06958177,-1.1475207,1.0423272,0.5004925,0.04237383,0.40983802,0.582643,0.5168139,0.17280495,0.46743968,0.5332719,-0.35456005,-0.61878824,0.2522883,-0.12704983,0.15016453,-1.1796674,0.6615341,-0.048613716,1.8412014,-0.2730538,-0.040735636,0.010769361,4.772659,0.038691044
S6,1,0,0.0034029277,0.42218405,-1.5177698,1.2937222,0.10016817,2.811492,-0.27618092,0.30852348,-0.42628017,0.36461115,0.17825095,-1.0332899,0.005768619,-1.0439897,-1.0211858,-1.0358099,0.022803903,-1.0375448,-1.0286217,0.5530693,-0.916626,1.0677212,0.5727693,0.04438474,0.5003558,0.64847517,0.5661849,0.14811939,0.5332719,0.6032155,0.17121895,-1.165853,0.33003458,-0.10667769,0.17166716,-1.6688815,0.8738368,-0.048613716,2.5427184,-0.20149803,-0.048613716,-1.700053,18.623285,0.04084974
S6,1,0,-0.00036689514,0.46975476,-2.356511,1.260369,0.10988767,3.61688,-0.30605555,0.33896083,-0.84297645,1.89993,0.22066967,-1.0427501,0.0056606275,-1.0543997,-1.034075,-1.041263,0.020324707,-1.0474596,-1.0375448,-0.49271306,-1.0921639,1.08736,0.64271426,0.038954712,0.5661849,0.71430427,0.64847517,0.14811939,0.6114446,0.66699016,-0.048088845,-0.9042616,0.4145991,-0.10871164,0.19454683,-1.9182101,1.2478974,-0.10383861,3.1661077,-0.16713232,-0.061748907,-1.8578471,25.12989,0.049666684
